0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44
скандал	бесчинство	бесчиние	дебош	история	драка																																							
скаред	скаредник	скаредный																																										
склеивать	склепывать																																											
склонять	задабривать																																											
сколько	сколь																																											
скоро	быстро	бегло	бойко	борзо	живо	лихо	резво	проворно	спешно	поспешно	оживленно	стремительно	торопливо	шибко	стремглав	бодрым																												
скорость	быстрота	живость	поспешность	проворство	прыть	резвость																																						
скорый	быстрый	борзый	живой	беглый	шибкий	скоротечный	мгновенный	молниеносный	стремительный	грядущий	наступающий																																	
скот	скотина																																											
скромный	воздержанный	воздержный	умеренный	непритязательный	невзыскате-льный	скудный	благонравный	благопристойный	чинный																																			
скрывать	укрывать	закрывать	прятать																																									
скупиться	скряжничать	сквалыжничать	скопидомствовать	жалеть																																								
скупой	скаредный	жадный	прижимистый	бережливый	расчетливый	скупец	скаред	скаредник	алтынник	гомзила	гомзиха	жидомор	гарпагон	кащей	крохобор	сквалыга	скопидом	скряга	плюшкин	аред																								
слабость	бессилие	малосилие	изнеможение	изнурение	истощение	немочь	вялость	истома																																				
слабый	бессильный	малосильный	слабосильный	расслабленный	изможденный	измученный	изнеможенный	изнуренный	истощенный	надломленный	надорванный	разбитый	переутомленный	заморыш	слабодушный	бесхарактерный	бесцветный																											
слава	репутация	реноме	бессмертие																																									
славиться	греметь	блистать	приобрести																																									
славный	достославный	знаменитый	замечательный	достопримечательный	великий	видный	громкий	достопамятный	незабвенный																																			
сладкий	сахарный	медовый	паточный	пресный	приторный	сладостный																																						
следовательно	следственно	посему	вытекает	усматривается	явствует																																							
следствие	последствие	след	итог	плод	произведение	результат	сумма																																					
следующий	последующий	грядущий	дальнейший	предстоящий	нижеследующий																																							
слизнуть	слимонить																																											
слишком	чрезвычайно	чрезмерно	чересчур	ультра-																																								
слово	речение	выражение	название	термин	вокабула																																							
сложный	затейливый	замысловатый	мудреный	глубокомысленный	головоломный																																							
служащий	слуга	чиновник																																										
служить	услуживать	прислуживать																																										
случай	быль	приключение	происшествие	история	обстоятельство	событие	встреча	инцидент	прецедент	казус	карамболь	оказия	пассаж	факт	эпизод	авантюра	похождение	драма	сцена	трагедия																								
случайно	нечаянно	ненамеренно	неумышленно	ненароком	невзначай	нехотя																																						
случаться	встречаться	попадаться	делаться	твориться	приключаться	происходить	сбываться	выдаваться	выпадать																																			
слушать	вслушиваться	прислушиваться	подслушивать	настораживаться	навострить																																							
стерпится	слюбится																																											
смелость	отвага	решимость	мужество	предприимчивость	самонадеянность	самоуверенность	энергия	храбрость																																				
смелый	отважный	неустрашимый	развязный	самонадеянный	самоуверенный	решительный	предприимчивый	мужественный																																				
смерть	кончина	успение	гибель	казнь																																								
смесь	месиво	мешанина	сбор	сброд	состав	соединение	окрошка	крошево	винегрет	конгломерат	микстура	амальгама	ералаш																															
смех	улыбка	усмешка																																										
смешивать	спутывать	перепутывать	переставлять																																									
смешной	забавный	игривый	смехотворный	потешный	уморительный	шуточный	водевильный	опереточный	карикатурный	комический	комичный	курьезный	юмористический																															
смеяться	улыбаться	усмехаться	ухмыляться	осклабляться																																								
смотреть	глядеть	зреть	взирать	всматриваться	рассматривать	засмотреться	разглядывать	заглядеться	воззриться	созерцать	наблюдать	примечать	глазеть	лорнировать	уставиться	вперять																												
смущать	сбивать	колебать	тревожить	трогать	пугать																																							
смущаться	опешить	замяться	конфузиться	потеряться	растеряться	смешаться																																						
смягчать	умерять	ослаблять	сглаживать	замазывать	скрашивать	прикрашивать	прихорашивать	расписывать	скрадывать																																			
снабжать	наделять	оделять	одарять	пополнять																																								
снимать	совлекать	стаскивать	срывать	скидывать																																								
сносный	умеренный	недурной	посредственный	порядочный	средственный																																							
собака	пес																																											
собирать	набирать	подбирать	скликать	вербовать	комплектовать	копить	накоплять	приумножать																																				
собираться	приготовляться	готовиться	снаряжаться	соединяться	сходиться	стекаться	предпринимать																																					
соблазн	искушение	обольщение	приманка																																									
соблазнитель	искуситель	совратитель	обольститель	смутитель																																								
соблазнять	искушать	обольщать	прельщать	заводить	завлекать	вовлекать	увлекать	заманивать	сманивать	запутывать	попутать	совращать	смущать																															
собрание	собор	сходка	сходбище	скопление	стечение	скопище	съезд	свидание	наплыв	конгресс	конференция	митинг	сумма																															
совершенно	целиком	сполна	вдосталь	всецело	вконец	начисто	радикально	решительно	окончательно	всесторонне																																		
совет	внушение	предложение	синод	сейм	вече	дума	комитет	комиссия	бюро																																			
советник	советчик	нестор																																										
советовать	наставлять	предлагать	убеждать	уговаривать	внушать																																							
совещание	консилиум	консультация																																										
совещаться	советоваться	переговариваться																																										
совмещение	совокупление																																											
согласие	единогласие	единомыслие	одномыслие	стачка	солидарность	единодушие	единство	соглашение	уговор	равномерность	соответствие	созвучие	гармония	лад	симметрия	симфония	унисон	ансамбль	изволение	одобрение	разрешение	утверждение																						
согласный	складный	дружный	гладкий	созвучный	гармонический	соглашающийся	расположенный	склонный	солидарный																																			
соглашаться	уговориться	сговориться	договориться	сладить	столковаться	стакнуться	снюхаться	перенюхаться	спеться	сыграться	сторговаться	сжиться	ужиться	изъявлять																														
содержание	содержимое	предмет	сущность	материя	сюжет	тема	фабула	продовольствие	иждивение	кошт																																		
содержательный	массивный	полный																																										
содержать	обнимать	заключать	вмещать	продовольствовать	кормить	харчить																																						
содержаться	вмещаться	помещаться	заключаться																																									
соединение	единение	объединение	сводка	скопление	совмещение	собрание	соглашение	совокупление	сопряжение	сосредоточение	сочетание	сливание	слияние	сплочение	сплетение	сращение	стечение	сцепление	примирение	притяжение	центростремительность	группировка	комбинация																					
соединять	объединять	единить	собирать	сливать	со-вмещать	совокуплять	сопрягать	составлять	сосредоточивать	сочетать	сплачивать	слагать	сколачивать	смыкать	связывать	склеивать	склепывать	группировать	комбинировать	концентрировать	централизировать	организовать																						
соединяться	собираться	сосредоточиваться	срастаться																																									
сожаление	скорбь	сокрушение																																										
солидный	надежный	устойчивый	содержательный	капитальный																																								
сомнение	недоумение	колебание	недоверие	подозрение	неуверенность	нерешительность	раздумье																																					
сомнительный	спорный	проблематический	невероятный	неправдоподобный	ненадежный																																							
сонм	сонмище																																											
сообразно	соразмерно	пропорционально	применительно	согласно																																								
соответствие	соотношение	аналогичность	аналогия	согласие	соразмерность	симметрия	гармония																																					
соответствовать	отвечать	согласоваться	подходить	приличествовать	совпадать	гармонировать																																						
соперник	соревнователь	соискатель	конкурент																																									
соперничать	соревновать	соискать	состязаться	тягаться																																								
соперничество	соревнование	соискание	состязание																																									
сопровождать	провожать	сопутствовать	подыгрывать	аккомпанировать																																								
сопровождение	проводы	аккомпанемент																																										
сопротивление	противодействие	отпор	оппозиция	обструкция																																								
сословие	звание	состояние	разряд	гильдия	каста	класс	корпорация	секта	цех																																			
сохранять	сберегать	уберегать	беречь	хранить	охранять	оставлять																																						
сохраняться	оставаться	уцелеть																																										
сочинение	творение	компиляция	композиция	пьеса	статья	фельетон																																						
сочинитель	составитель	автор	композитор																																									
сочинять	составлять	слагать	вырабатывать	изобретать	вымышлять	придумывать	компилировать;																																					
сочувствовать	сострадать	жалеть	симпатизировать																																									
союз	связь	соединение	скрепа	сцепление	узы	сближение																																						
спешить	поспешать	торопиться	горячиться																																									
спешный	неотложный	безотложный	безотлагательный	настоятельный	срочный																																							
список	опись	роспись	перечень	оглавление	инвентарь	ведомость	наличность	прейскурант	программа	реестр	табель	таблица																																
сплетник	переносчик	клеветник	звонарь	звонариха	кляузник	кумушка																																						
сплетничать	переносить	кляузничать	судачить																																									
сплетня	сплетни	дрязги	кляузы	личности	разговоры	пересказы	суды	пересуды	толки																																			
сплошной	непрерывный																																											
спокойный	безмятежный	безбурный	тихий	смирный																																								
спор	прение																																											
спорить	препираться	грызться	браниться	ругаться	ссориться	дебатировать	диспутировать	пикироваться	полемизировать																																			
способ	образ	прием	род	сноровка	средство	манера	метода	тактика	система	фортель	ухватка	манипуляция																																
способность	дарование	дар	призвание	умение	ловкость	жилка	струнка	талант	талантливость	восприимчивость	дееспособность	работоспособность	кредитоспособность	правоспособность																														
способный	даровитый	ловкий	годный	талантливый	восприимчивый																																							
спотыкаться	запнуться	оступиться																																										
справедливый	правосудный	беспристрастный	нелицеприятный																																									
спрашивать	вопрошать	допрашивать	пытать																																									
спускаться	опускаться	падать	пасть	унижаться	оскудеть																																							
сравнение	сверка	сличение	сопоставление	отож																																								
сравнивать	сверять	сличать	сопоставлять	верстать	уподоблять	отож																																						
сразу	зараз	разом	враз	вмиг	одновременно																																							
сродни	сродник																																											
маску	покрывало																																											
ссора	свара	несогласие	раздор	разлад	размолвка	распря	нелады	контры																																				
ссориться	спорить	браниться	вздорить	разойтись																																								
стадо	гурт	отара	табун	ватага	вереница	стая	станица	рой	руно																																			
становиться	делаться	начинаться																																										
старание	прилежание	рачение	тщание	усилие	усердие	натуга	потуги	напряжение	преследование	стремление	домогательство	искательство	трудолюбие																															
стараться	норовить	силиться	стремиться	пытаться	биться	добиваться	гоняться																																					
стареть	стареться	ветшать	дряхлеть	изнашиваться	истрепаться																																							
старикашка	старина																																											
старый	ветхий	древний	многолетний	вековой	многовековой	старинный	давний	старобытный	стародавний	старомодный	устарелый	застарелый	закоснелый	закоренелый	заматорелый	давнишний	допотопный	извечный	исконный	ископаемый	архаический	археологический	престарелый	пожилой	седой	поседелый	отживший	отсталый	затасканный	истасканный	истертый	подержанный	поношенный	потрепанный	полинялый	заскорузлый	зачерствелый							
степень	ступень	разряд	стадия	фазис	высота	точка	градус	уровень	ординар	достоинство	ранг	чин																																
стиль	дух	образ	манера	пошиб	род	речь	слог	перо	кисть																																			
стихокропатель	-плет	-слагатель																																										
стоить	цениться	обходиться																																										
столкновение	стычка	свалка	схватка	сцепка	сшибка	абордаж	коллизия	конфликт																																				
сторона	бок	грань	край	фланг																																								
сторониться	раздаваться	раздвигаться	расступаться	чураться	дичиться																																							
стоять	торчать																																											
страдать	биться	бедовать	бедствовать	маяться	мучиться	томиться	потерпеть																																					
страна	край	область	владение	государство	территория																																							
страшный	опасный	грозный	ужасный	потрясающий																																								
стрелять	палить	метать	бросать																																									
стремиться	устремляться	бросаться	лететь	мчаться	нестись	влечься	порываться	ринуться	тяготеть	тянуть																																		
строгий	грозный	жестокий	крутой	неумолимый	придирчивый	требовательный	притязательный	суровый	драконовский	катоновский	брезгливый	привередливый	разборчивый																															
строение	устройство	склад	складка	уклад	конструкция	структура	организация																																					
строить	устраивать	возводить	воздвигать	сооружать	зиждить	созидать																																						
строй	строение	склад	складка	уклад	конструкция	структура	организация	режим																																				
стройный	согласный	дружный	гладкий	складный	созвучный	гармонический	грациозный	молодецкий	молодцеватый	осанистый	представительный	статный																																
струсить	струхнуть																																											
стыд	стыдливость	застенчивость	срам																																									
стыдить	пристыжать	корить	усовещевать	срамить	позорить	ругать	конфузить																																					
стыдиться	совеститься	стесняться	конфузиться	краснеть	дичиться																																							
стыдливый	застенчивый	конфузливый	скромный	воздержный																																								
стянуть	стяпать																																											
суд	рассуждение	оценка	коллегия	ареопаг	сенат	синклит	синедрион	камера	палата	присутствие	совет	судебное																																
судить	обсуждать	рассуждать	разбирать	рассматривать	выводить	творить																																						
судьба	судьбина	рок	удел	жребий	доля	участь	будущность	грядущее	предназначение	предопределение	провидение																																	
судья	ценитель																																											
суеверие	предрассудок	поверие	предубеждение																																									
суеверный	предубежденный	мнительный																																										
суета	суетность	тщета	ничтожность	дым	тлен	мишура																																						
суетиться	метаться	хлопотать	егозить	елозить	вертеться	юлить																																						
суждение	суд	отзыв	отчет	рассуждение	соображение	понимание	благоусмотрение	уразумение	глазомер	прозорливость	проницательность																																	
сумасшедший	безумный	помешанный	рехнувшийся	умалишенный	душевнобольной	маньяк																																						
сумма	итог	сложность	собрание	совокупность																																								
суть	сущность	существо	естество	соль	ядро	экстракт	эссенция	скелет																																				
существо	создание	творение	тварь	особь																																								
схимник	схимничек																																											
обезуметь	помешаться	рехнуться	тронуться	свихнуться	одуреть	ошалеть	взбеситься																																					
сходство	подобие	согласие	соответствие	соотношение	одинаковость	однообразие	единство	равенство	тождество																																			
счастливый	благополучный	благоприятный	благодатный	блаженный	удачный	успешный																																						
счастье	благополучие	благоденствие	благодать	блаженство	победа	удача	успех																																					
считать	счислять	вычислять	исчислять	расчислять	подсчет	вменять	относить																																					
тайна	таинство	мистерия	подноготная																																									
тайный	потайный	потаенный	скрытый	сокровенный	незримый	невидимый	неведомый	таинственный	загадочный	подпольный	подметный	тихий	негласный	затаенный	потенциальный	закулисный	келейный																											
посредственно	средственно	сносно	сполагоря	туда-сюда																																								
такт	осторожность	выдержка	дисциплина	сноровка																																								
танец	пляска	вертеж																																										
танцовщик	танцор	плясун	прыгун	попрыгун	балетмейстер	танцмейстер																																						
танцовщица	танцор	танцорка																																										
твердый	крепкий	жестокий																																										
театр	подмостки	сцена	эстрада	балаган																																								
благо	подавно																																											
темнота	тьма	темень	потемки	мгла	мрак																																							
темный	мрачный	пасмурный	тусклый	беспросветный	непроглядный	непроницаемый																																						
теоретик	доктринер	дон-кихот																																										
теперь	ныне	нынче	днесь																																									
терпеливый	долготерпеливый	многотерпеливый	великодушный																																									
терпение	терпеливость	терпимость	снисхождение																																									
терять	тратить	утрачивать	ронять																																									
теснить	притеснять	утеснять	стеснять	давить	надавливать	подавлять	жать	нажимать	прижимать	придавливать	притискивать	напирать	налегать	наступать	наваливаться	гнести	угнетать	щемить	грызть																									
тесный	узкий	сжатый	ограниченный	плотный	интенсивный	компактный																																						
течь	литься	сочиться	струиться	точиться	капать	катиться																																						
типический	типичный																																											
тихий	слабый	глухой	молчаливый	безглагольный	безгласный	беззвучный	безмолвный	бессловесный	неразговорчивый	немой	медленный	медлительный	мешковатый	протяжный	спокойный	безмятежный	безбурный	кроткий	скромный	смирный																								
тихо	втихомолку	тихомолком	потихоньку	тихо																																								
тихомолком	тихонько																																											
тишина	тишь	затишье	молчание	безмолвие	пир	лад	согласие	спокойствие	покой																																			
тленный	бренный	праховый	тщетный	суетный	земной																																							
товарищ	сотоварищ	сверстник	коллега	собеседник	собрат	собутыльник	сослуживец	соратник	соотечествен-ник	единоверец	единоплеменник	соплеменник	соотчич	сородич	земляк	соратник	однокашник	соумышленник	клеврет	помощник	сподвижник	пайщик	попутчик	спутник																				
тогда	тут-то																																											
толпа	скопище	сборище	орда	сбор	орава	ватага	простонародье	чернь	плебс																																			
толпиться	толкаться	тесниться	напирать	тискаться																																								
толстобрюхий	-пузый																																											
толстый	полный	плотный	грузный	ботелый	дебелый	дородный	жирный	гладкий	пухлый	тучный	откормленный	упитанный	тостопузый	пузатый	утробистый	толстяк	толстуха	бочка	брюхан	бутуз	массивный	вальяжный																						
только	токмо	исключительно	единственно																																									
тонкий	утонченный	изысканный	изящный	искусный	вальяжный	рафинированный	острый	чуткий	хитрый																																			
торговец	торгаш	лавочник	купец																																									
торговый	купеческий	промышленный	торгашеский	коммерческий	меркантильный																																							
торжественный	парадный	праздничный	официальный	формальный	церемониальный	великолепный																																						
торопить	гнать	погонять	подгонять	понукать	ускорять	подхлестывать	пришпоривать																																					
торчком	торчмя																																											
тосковать	грустить	скорбеть	печалиться	изнывать																																								
точка	пятнышко	крапинка																																										
точный	верный	достоверный	несомненный	безошибочный	настоящий	подлинный	аккуратный	внимательный	добросовестный	исправный	исполнительный	строгий	пунктуальный	корректный	педантичный	скрупулезный	неукоснительный	неупустительный																										
тошнить	гадить	мутить	нудить																																									
тощий	исхудалый	худощавый	сухой	сухощавый	костлявый	сухопарый																																						
трава	травка	былье	былинка	зелень	зелье	злак	мурава	муравка																																				
требование	иск	спрос	домогательство	притязание	претензия	призыв	приглашение	вызов	зов	клич																																		
требовать	взыскивать	доправлять	спрашивать																																									
тревога	беспокойство	волнение	забота	смута	смятение	переполох	потрясение	ера-лаш	кутерьма	пертурбация	суматоха																																	
тревожиться	волноваться	беспокоиться	расстраиваться																																									
тревожный	беспокойный	зловещий	лихорадочный	алармистский																																								
трезвый	непьяный	трезвенник																																										
трио	триумвират																																											
трогательный	умилительный																																											
трогать	касаться	дотрагиваться	прикасаться	осязать	щупать	брать																																						
трудный	многотрудный	тяжкий	тяжелый	тягостный	непосильный	каторжный	замысловатый	головоломный																																				
трудолюбивый	труженик	работник																																										
трусиха	трусишка																																											
трусливый	боязливый	робкий	пугливый	страшливый	малодушный	застенчивый	трепетный	опасливый	мнительный	нерешительный	оробелый	оторопелый	трусишка	трусиха	баба																													
трусость	боязливость	робость	малодушие	мнительность	нерешительность	колебание																																						
туземец	исконный	коренной	природный	первобытный	уроженец	старожил	абориген	автохтон																																				
туземный	местный	здешний	тамошний	исконный	коренной	природный	отечественный	родной	домоделанный	домотканный	доморощенный																																	
туман	мгла	пары	облако	туча																																								
тупой	бездарный	малоспособный																																										
тупость	тупоумие																																											
туча	облако	туман																																										
тюрьма	темница	острог	каземат	арестантская	холодная																																							
тяжелый	тяжеловесный	полновесный	веский	увесистый	грузный	обременительный	стеснительный																																					
тяжкий	тяжелый	тягостный	невыносимый	мучительный	томительный																																							
тянуть	тащить	влачить	волочить	дергать	рвать																																							
убавлять	сбавлять	отбавлять	уменьшать																																									
убедительный	доказательный	верный	назидательный																																									
убеждаться	уверяться																																											
убежище	прибежище	приют	пристанище	стан	пристань	притон	гнездо	гнездилище	вертеп	интернат	общежитие	заведение	монастырь	фаланстер																														
убивать	бить	мертвить	умерщвлять	губить	сразить	казнить																																						
убийца	душегубец	душегуб	палач																																									
убыток	потеря	вред	ущерб	утрата	наклад																																							
убыточный	невыгодный	накладный	вредный																																									
увеличение	умножение	удвоение	усиление	возвышение	накопление	нарастание																																						
увеличивать	умножать	прибавлять	надбавлять	возвышать	повышать	усиливать	удлинять	расширять	удвоить	утроить	учетверить																																	
увечить	изувечивать	калечить	искалечивать	уродовать																																								
увлекаться	интересоваться	забываться	разгорячаться	расходиться	развернуться	зайти																																						
увольнение	освобождение	отпущение	отпуск	отрешение	отставка	отчисление	удаление																																					
увольнять	освобождать	отпускать	отрешать	отставлять	отчислять	исключать	удалять	смещать	сменять	распускать	рассчитать																																	
углубление	борозда	воронка	впадина	выбоина	выбой	избоина	вымоина	ухаб	выемка	глубь	гнездо	дупло	жерло	ложка	колдобина	котловина	лоно	лунка	ниша	очко	полость	паз	ямина	канава	канал	овраг	ров	рытвина	буерак	ложбина	лощина	ущелье	расщелина	расселина	пещера	грот	нора							
уговаривать	подговаривать	убеждать	увещевать	усовещевать	стыдить	пристыжать	урезонивать	уверять	заверять	упрашивать	умаливать	уламывать	искушать	соблазнять																														
угождать	потворствовать	услуживать	попадать	потрафлять																																								
угощать	потчевать	подносить	подавать	поить	честить																																							
угрожать	грозить	грозиться	пригрозить	стращать	устрашать	пугать	терроризировать																																					
угроза	острастка	стращание	застращивание	предостережение																																								
угрюмый	мрачный	пасмурный	задумчивый	насупленный	насупистый	нелюдимый	необходительный	необщительный	неприветливый	суровый	грозный	хмурый	понурый	бука	медведь																													
удаваться	посчастливиться	спориться																																										
удалец	удалой																																											
удаль	удальство																																											
удалять	устранять	отвлекать	отводить	отклонять	отгонять	отлучать	отринуть	прочь	побоку																																			
удар	толчок	заушение	заушина	затрещина	зуботычина	оплеуха	пинок	подзатыльник	пощечина	тумак	шлепок																																	
ударять	бить																																											
удача	успех	благополучие																																										
удачный	успешный	удачливый	счастливый	блестящий	желанный	благополучный																																						
удерживать	сдерживать	придерживать	задерживать	замедлять	останавливать	приостанавливать	препятствовать	возбранять	мешать	тормозить	унимать	усмирять	угомонить	успокаивать	стеснять	обуздывать	ограничивать	укрощать	умерять	обезоруживать																								
